ingredient_text,allergens
"magnesium carbonate, egg wash, pasteurized egg, fructose, rice flour, sweet lupin, dried egg, lupin flour, celeriac, invert sugar, celery juice","celery,egg,lupin"
"tofu, mono and diglycerides, mollusc powder, oyster, glucose, folate, mussel, hydrolyzed soy protein","molluscs,soy"
"sesame seed, corn starch, wheat, sesame oil, turmeric, vitamin E, black sesame, canola oil","sesame,wheat"
"shrimp, yeast, annatto, lactose, folate, skimmed milk powder, potassium chloride, thiamine, shellfish, rice flour, baking powder, crayfish, pistachio, almond paste, calcium carbonate (as stabilizer)","dairy,shellfish,tree_nuts"
"corn syrup, durum wheat, wheat bran, yeast, riboflavin, vitamin A, maltodextrin, citric acid, water, calcium carbonate",wheat
"thiamine, lactic acid, peanut protein, turmeric, citric acid (as preservative)",peanut
"INGREDIENTS: sodium bicarbonate, oyster sauce, niacin, lupin seeds, lupin flour, lupin, calcium carbonate, mollusc extract, vitamin A, sugar. CONTAINS molluscs, lupin. MAY CONTAIN tree_nuts, sesame DUE TO SHARED EQUIPMENT","lupin,molluscs,sesame,tree_nuts"
"fish paste, shellfish, krill, egg white, mayonnaise, anchovy, prawn, annatto, baking powder, sweet lupin, xanthan gum, globulin","egg,fish,lupin,shellfish"
"natural colors, preservatives, niacin, snail, whelk, dextrose, lactic acid, clam juice",molluscs
"dextrose, semolina, turmeric, wheat germ, glucose",wheat
"glucose, sodium bicarbonate, annatto, milk fat",dairy
"INGREDIENTS: (processed in a facility that also processes dairy, lupin), mackerel, canola oil, invert sugar, wheat bran, lupin protein, celery powder, fish sauce, vitamin A, vitamin D, fish protein, annatto. MAY CONTAIN mustard, soy, molluscs DUE TO SHARED EQUIPMENT","celery,dairy,fish,lupin,molluscs,mustard,soy,wheat"
"INGREDIENTS: vitamin E, vegetable oil, maltodextrin, annatto, preservatives (for texture), egg wash, niacin (for texture), sunflower oil, celery salt. CONTAINS celery","celery,egg"
"lactic acid, dijon mustard, glucose, guar gum, sulfur dioxide, mustard flour, beta carotene","mustard,sulphites"
"INGREDIENTS: canola oil, vitamin A, invert sugar, sodium bicarbonate, corn starch, citric acid",none
"xanthan gum, vitamin E, almond flour, krill, dextrose, calcium carbonate, lupine","lupin,shellfish,tree_nuts"
"INGREDIENTS: annatto, prawn, baking powder, lupini, potassium chloride, shrimp paste, lecithin, shrimp, carrageenan (for color), vitamin D, lupin protein. CONTAINS shellfish. MAY CONTAIN peanut, egg DUE TO SHARED EQUIPMENT","egg,lupin,peanut,shellfish"
"artificial flavors, tapioca starch, mustard flour, mustard paste, mustard seed, vitamin E, guar gum, mono and diglycerides, fructose, salt",mustard
"INGREDIENTS: vitamin A, yeast (for texture), glucose, baking powder (as stabilizer), potassium chloride, canola oil, sesame, til, mackerel. CONTAINS fish","fish,sesame"
"xanthan gum, thiamine, dextrose",none
"niacin, vegetable oil, guar gum, canola oil",none
"niacin, sesame flour, invert sugar, natural colors (for texture), baking powder, sesame oil, sodium bicarbonate, palm oil, sesame",sesame
"niacin, mono and diglycerides, natural colors, magnesium carbonate, guar gum (as stabilizer), (processed in a facility that also processes dairy, lupin), xanthan gum, lactic acid","dairy,lupin"
"pasteurized egg, fish extract, fish protein, water, rice flour, calcium carbonate, fish stock, folate, seitan, turmeric (for texture), albumin, almond, marzipan, meringue, almond flour, yeast","egg,fish,tree_nuts,wheat"
"INGREDIENTS: fish stock, lupini beans, modified starch, tapioca starch, (produced in a facility that handles wheat, egg, shellfish), mustard oil, lupin, wheat starch, lupini, corn starch, wheat protein, natural flavors, abalone, mustard paste, snail, periwinkle, beta carotene, salmon, fish. CONTAINS molluscs, lupin, fish, mustard, shellfish, wheat, egg, wheat. MAY CONTAIN sesame DUE TO SHARED EQUIPMENT","egg,fish,lupin,molluscs,mustard,sesame,shellfish,wheat"
"INGREDIENTS: niacin, folate, mollusc extract, sesame flour, periwinkle, sesame, palm oil, tahini, riboflavin (as preservative), salt, vitamin A, oyster. CONTAINS molluscs","molluscs,sesame"
"sunflower oil, lupine, invert sugar, palm oil, natural colors, lupin bean powder, (processed in a facility that also processes dairy, celery, shellfish), lupin concentrate, folate, mustard paste","celery,dairy,lupin,mustard,shellfish"
"paprika extract, tapioca starch, whey, dextrose, sodium bicarbonate, brazil nut, baking powder, lysozyme, egg lecithin, artificial flavors, pecan, lactic acid, sugar","dairy,egg,tree_nuts"
"canola oil, paprika extract, water, salt, potato starch, palm oil, fructose, niacin (as stabilizer)",none
"INGREDIENTS: magnesium carbonate, sugar, anchovy, potato starch (as preservative). CONTAINS fish. MAY CONTAIN egg DUE TO SHARED EQUIPMENT","egg,fish"
"lactic acid, niacin, sesame seed, paprika extract, corn starch, glucose, sugar, sunflower oil, dextrose",sesame
"vegetable oil, paneer, soybean, tapioca starch, tofu, hydrolyzed soy protein, magnesium carbonate, lactose, baking powder, skimmed milk powder, artificial flavors","dairy,soy"
"citric acid, thiamine, artificial flavors, lactic acid (for color), lupine, niacin, potato starch, lupin, lecithin, dextrose, goober peas","lupin,peanut"
"INGREDIENTS: walnut oil, corn starch, magnesium carbonate, turmeric, natural colors, artificial flavors (as stabilizer), walnut, almond, water. CONTAINS tree_nuts",tree_nuts
"water, vitamin D, thiamine, (produced in a facility that handles mustard), lecithin, macadamia","mustard,tree_nuts"
"periwinkle, carrageenan, shellfish extract, palm oil, natto, prawn, celery juice, oyster sauce, sodium sulfite, potato starch, seafood, celery seeds, sulphites","celery,molluscs,shellfish,soy,sulphites"
"celery, lupin seeds, peanut flour, artificial flavors, celery seeds, peanut oil, paprika extract, lecithin, peanut butter, lupini beans","celery,lupin,peanut"
"sunflower oil, treated with sulfites, magnesium carbonate, xanthan gum, sulfites, preservatives, preserved with sulfites, modified starch",sulphites
"buttermilk, wheat, natural flavors, wheat protein, maltodextrin, meringue, egg powder, preservatives, yogurt, artificial flavors, wheat gluten, paneer","dairy,egg,wheat"
"citric acid, preservatives, glucose, (produced in a facility that handles sulphites, shellfish), sulfur dioxide, vegetable oil, annatto, palm oil, sesame protein, sesame, sulphites, tapioca starch, sodium sulfite, rice flour","sesame,shellfish,sulphites,sulphites"
"INGREDIENTS: corn starch, vitamin E, treated with sulfites, water, vitamin D, mono and diglycerides, fructose, potassium chloride. CONTAINS sulphites. MAY CONTAIN sesame DUE TO SHARED EQUIPMENT","sesame,sulphites"
"natural flavors, glucose, shrimp paste, artificial flavors, (processed in a facility that also processes sulphites, mustard, molluscs), riboflavin, shellfish extract, shrimp, calcium carbonate","molluscs,mustard,shellfish,sulphites"
"INGREDIENTS: tapioca starch, modified starch, shellfish extract, buttermilk, skimmed milk powder, thiamine, seafood, lecithin, (may be present: egg), turmeric. CONTAINS dairy, egg","dairy,egg,shellfish"
"water, lecithin, folate (as preservative), corn syrup, guar gum, annatto, natural flavors, lactic acid",none
"INGREDIENTS: glucose, canola oil, mono and diglycerides",none
"INGREDIENTS: sesame paste, whelk, white sesame, natural flavors, invert sugar, modified starch, tahini, squid, scallop, preservatives, lecithin, baking powder","molluscs,sesame"
"corn starch, corn syrup, crab, prawn, paprika extract (for color), salt, artificial flavors, palm oil, invert sugar, shrimp, thiamine",shellfish
"potato starch, carrageenan, mono and diglycerides, dried albumin, mustard flour, water, canola oil, annatto","egg,mustard"
"tapioca starch, beta carotene, niacin, (processed in a facility that also processes sesame, mustard), vitamin A, potassium chloride, paprika extract, lactic acid (for color)","mustard,sesame"
"dextrose, modified starch, palm oil, xanthan gum, yeast",none
"corn syrup (for color), beer nuts, yeast, vitamin A, modified starch, potato starch, sunflower oil, whole wheat flour, citric acid, niacin, ground nut oil","peanut,wheat"
"natural colors, fructose, milk solids, vegetable oil, (manufactured on equipment that also processes sesame, celery, peanut), curd, skimmed milk powder","celery,dairy,peanut,sesame"
"canola oil, mackerel, milk solids, magnesium carbonate, peanut protein, annatto, corn starch, curd, fructose, corn syrup, cod, yeast, invert sugar (for texture)","dairy,fish,peanut"
"(may be present: shellfish, lupin), palm oil, bread crumbs, sugar, vitamin A, bran, natural colors","lupin,shellfish,wheat"
"dextrose, salt, vitamin D, fructose, sugar, glucose, mono and diglycerides, water",none
"riboflavin, egg, fish sauce, tuna, miso, egg lecithin, magnesium carbonate, tamari, canola oil, dried egg, sugar, turmeric, beta carotene","egg,fish,soy"
"lecithin, fructose, mono and diglycerides, clam juice, rice flour, clam, lactic acid",molluscs
"lupin concentrate, abalone, annatto, lupin bean powder, sodium bicarbonate, magnesium carbonate, yeast, lupine, paprika extract","lupin,molluscs"
"vitamin E, potassium chloride, seafood, folate",shellfish
"glucose, modified starch, lecithin, celery extract, celery seasoning, rice flour, yeast, corn syrup, sodium bicarbonate, vitamin E, celery seeds",celery
"INGREDIENTS: niacin, whey, rice flour (for color), folate, beta carotene, lupin concentrate, sugar, buttermilk, lupini beans, carrageenan (for color), skimmed milk powder, lupin bean powder. CONTAINS lupin, dairy","dairy,lupin"
"INGREDIENTS: natural flavors, celery salt, glucose, mustard extract, celery, mustard seed, magnesium carbonate, celery extract, folate. MAY CONTAIN egg, sulphites, molluscs DUE TO SHARED EQUIPMENT","celery,egg,molluscs,mustard,sulphites"
"baking powder, artificial flavors, citric acid, tofu, guar gum, sugar, sodium bicarbonate, soy flour, rice flour",soy
"bran, citric acid, potassium chloride, til, sugar, durum wheat","sesame,wheat"
"dried egg, egg yolk, yogurt, rice flour, turmeric (for texture), egg, guar gum, sodium bicarbonate, corn starch, vitamin A","dairy,egg"
"lupin flour, lupin concentrate, lupini, artificial flavors, lactic acid (as stabilizer), thiamine (as preservative), potassium chloride (as preservative), carrageenan, sugar, citric acid, natural colors",lupin
"palm oil, folate, fish stock, guar gum, vitamin A, peanut sauce, canola oil, natural colors","fish,peanut"
"mustard oil, almond milk, goober peas, folate (for color), salt, cashew butter, peanut, yeast, peanut flour, calamari, riboflavin, whelk, vitamin E, celery stalk, niacin, calcium carbonate","celery,molluscs,mustard,peanut,tree_nuts"
"potassium chloride, water, vitamin E, sodium bicarbonate, soy protein, canola oil",soy
"maltodextrin, xanthan gum, beer nuts, folate, lupini beans, preservatives, lupine, lupin","lupin,peanut"
"vitamin D, magnesium carbonate, folate, celery spice, vitamin A, gingelly oil, dextrose, sunflower oil, black sesame, celery powder, palm oil, natural colors, shrimp paste","celery,sesame,shellfish"
"annatto, arachis oil, sunflower oil, natto, salt, mustard extract, pasteurized egg, vegetable oil, modified starch (as preservative), natural flavors, lactic acid, wheat bran, riboflavin (as preservative)","egg,mustard,peanut,soy,wheat"
"INGREDIENTS: rice flour (as preservative), annatto, natural colors, octopus, sodium bicarbonate, baking powder, magnesium carbonate. CONTAINS molluscs",molluscs
"INGREDIENTS: couscous, artificial flavors, flour, vitamin A, vitamin E. CONTAINS wheat",wheat
"lupin bean powder, cashew, vegetable oil, peanut, marzipan, almond flour, sugar, lupini, goober peas, lupin, celery powder, modified starch, mono and diglycerides, water, peanut flour, sulfur dioxide","celery,lupin,peanut,sulphites,tree_nuts"
"preservatives, calcium carbonate, vitamin D, guar gum, carrageenan, glucose, modified wheat starch, couscous, mono and diglycerides",wheat
"lactic acid, riboflavin, tempeh, potassium chloride, palm oil, fructose",soy
"vitamin D, canola oil, potato starch, yeast, tapioca starch, folate, rice flour, natural flavors",none
"riboflavin, glucose, dextrose, corn syrup",none
"citric acid, fish powder, vitamin A, (may contain traces of mustard, dairy, molluscs), ground nut oil, sardine, sugar, tuna, turmeric, maltodextrin","dairy,fish,molluscs,mustard,peanut"
"INGREDIENTS: peanut sauce, sulphites, niacin, potassium metabisulfite, annatto (for color), tahini, sesame protein, rice flour, fish sauce, treated with sulfites. CONTAINS fish","fish,peanut,sesame,sulphites"
"artificial flavors, sunflower oil, salt (for color), water, citric acid, maltodextrin, yeast",none
"maltodextrin, shrimp, natural colors (as stabilizer), mono and diglycerides (as preservative), mustard, sesame oil, fish extract, mustard powder, anchovy, salt, mustard paste, invert sugar, canola oil","fish,mustard,sesame,shellfish"
"clam, vitamin A, soy protein, peanut paste, shellfish, corn starch, soya, vitamin E, niacin, mussel, snail","molluscs,peanut,shellfish,soy"
"turmeric, dextrose, canola oil, invert sugar, celery leaves, lupin seeds, celery spice, celery extract, vegetable oil, xanthan gum, lupine, yeast","celery,lupin"
"seitan, lobster, (produced in a facility that handles dairy, mustard, tree_nuts), corn starch, prawn, annatto, sunflower oil, paprika extract, wheat starch, lupin seeds, lupin","dairy,lupin,mustard,shellfish,tree_nuts,wheat"
"octopus, magnesium carbonate, pasta, niacin, palm oil, wheat gluten, beta carotene, paprika extract, vitamin D, whelk, corn syrup","molluscs,wheat"
"INGREDIENTS: maltodextrin, rice flour, calcium carbonate, corn starch, peanut butter, artificial flavors, calamari, octopus, yeast. CONTAINS peanut","molluscs,peanut"
"magnesium carbonate, pistachio, brazil nut, riboflavin, hazelnut, carrageenan, tapioca starch",tree_nuts
"mollusc powder, potassium chloride, xanthan gum, thiamine (as preservative), lupin concentrate, wheat germ, annatto, lupin, bran, carrageenan, niacin (as preservative), sodium bicarbonate, mollusc extract, egg protein, maltodextrin","egg,lupin,molluscs,wheat"
"tamari, dextrose, canola oil (as preservative), natural flavors, yeast, tapioca starch, sodium caseinate, potato starch, citric acid, skimmed milk powder, edamame, buttermilk, salt, soya","dairy,soy"
"corn starch (for color), lactic acid, water, treated with sulfites, baking powder, natural flavors, artificial flavors, beta carotene",sulphites
"citric acid, vegetable oil, maltodextrin, guar gum, carrageenan (for color), lupini beans, magnesium carbonate, vitamin E, lupine, canola oil, sweet lupin",lupin
"corn starch, annatto, folate, maltodextrin, natural colors",none
"citric acid, fructose, mono and diglycerides, invert sugar (for texture), sulfur dioxide, dried fruits with sulfites, folate, water, yeast, sunflower oil",sulphites
"INGREDIENTS: artificial flavors, magnesium carbonate, turmeric, beta carotene, natural flavors, modified starch, natural colors (for texture), yeast, (manufactured on equipment that also processes dairy, celery)","celery,dairy"
"tempeh, egg protein, calcium carbonate (as stabilizer), lactic acid, maltodextrin, soya, canola oil, albumin, vegetable oil, globulin, vitamin E, natural flavors, beta carotene, soybean","egg,soy"
"rice flour, canola oil (for texture), niacin, calcium carbonate, natural flavors, fructose, citric acid",none
"lobster, shrimp, riboflavin, natural colors, corn starch, langoustine, pine nut, invert sugar, turmeric, lactic acid, thiamine, mono and diglycerides","shellfish,tree_nuts"
"artificial flavors, tapioca starch, invert sugar, preservatives (as stabilizer)",none
"milk, modified wheat starch, milk protein isolate, baking powder, salt, skimmed milk powder, pasta, lecithin, canola oil, semolina","dairy,wheat"
"INGREDIENTS: baking powder, salt, sunflower oil, niacin",none
"annatto, peanut flour, water, turmeric, monkey nuts, lactic acid, corn starch, vitamin D, riboflavin, peanut sauce",peanut
"INGREDIENTS: turmeric, lupin flour, lupin concentrate, lupini, vitamin D (for color), water, folate. CONTAINS lupin. MAY CONTAIN molluscs DUE TO SHARED EQUIPMENT","lupin,molluscs"
"rice flour, vitamin E, potato starch, palm oil, riboflavin",none
"maltodextrin, monkey nuts, natural flavors, vitamin E, mono and diglycerides (as stabilizer), egg powder, albumin, egg protein, niacin, potato starch, vitamin D","egg,peanut"
"lupini beans, sodium bicarbonate, potassium chloride, annatto, modified starch, natto, soybean","lupin,soy"
"corn syrup (for color), mono and diglycerides, rice flour, mustard, niacin (for texture)",mustard
"INGREDIENTS: invert sugar, lupin seeds, baking powder, sodium bicarbonate (for color), potassium chloride, xanthan gum, annatto, lupini beans, natural flavors, lupine, turmeric. MAY CONTAIN tree_nuts, celery, peanut DUE TO SHARED EQUIPMENT","celery,lupin,peanut,tree_nuts"
"modified starch, whole wheat flour, thiamine (as stabilizer), durum wheat, lupine, calcium carbonate, vitamin E, modified wheat starch, lupini","lupin,wheat"
"mustard powder, mustard seed, potato starch, mustard oil, natural flavors (as stabilizer), vitamin D, riboflavin, citric acid, folate (as stabilizer), sunflower oil, baking powder",mustard
"INGREDIENTS: lecithin, glucose, invert sugar, modified starch, sulphites. CONTAINS sulphites",sulphites
"(manufactured on equipment that also processes tree_nuts, molluscs, peanut), walnut oil, turmeric (for texture), brazil nut, dextrose (as preservative), baking powder, vegetable oil, guar gum, cashew butter, carrageenan, lactic acid (for texture), beta carotene, celery seeds","celery,molluscs,peanut,tree_nuts,tree_nuts"
"INGREDIENTS: artificial flavors, wheat gluten, lactic acid, niacin. CONTAINS wheat. MAY CONTAIN soy, sulphites, sesame DUE TO SHARED EQUIPMENT","sesame,soy,sulphites,wheat"
"natural flavors, peanut oil, thiamine, turmeric, potato starch, peanut flour, lecithin, corn syrup, goober peas, (manufactured on equipment that also processes egg), xanthan gum, citric acid","egg,peanut"
"fish paste, anchovy, folate, mackerel, natural colors, xanthan gum, lecithin, yeast, thiamine, (may contain traces of tree_nuts, soy, wheat)","fish,soy,tree_nuts,wheat"
"INGREDIENTS: citric acid, (may be present: mustard), vitamin D, miso, calcium carbonate, whelk, octopus. CONTAINS mustard, soy, molluscs","molluscs,mustard,soy"
"INGREDIENTS: maltodextrin, riboflavin, sunflower oil, potato starch, sugar (as preservative), crab, carrageenan, baking powder (for color), water. CONTAINS shellfish. MAY CONTAIN tree_nuts, molluscs DUE TO SHARED EQUIPMENT","molluscs,shellfish,tree_nuts"
"sulfites, xanthan gum, lecithin (for color), magnesium carbonate, potassium chloride, calcium carbonate, lupin seeds, guar gum, sunflower oil, citric acid","lupin,sulphites"
"glucose, albumin, salt, fish paste, yeast, riboflavin, peanut paste, lupin flour, dried albumin, fructose","egg,fish,lupin,peanut"
"salt, potato starch, couscous, mono and diglycerides, mussel, vitamin A, lupin concentrate, sweet lupin, water, lupin protein, seitan","lupin,molluscs,wheat"
"beta carotene, dextrose, sesame flour, semolina, water, couscous, vitamin E, calcium carbonate, tapioca starch","sesame,wheat"
"corn starch, preservatives, contains sulfites, potassium chloride, treated with sulfites, thiamine, (may be present: celery), invert sugar, fructose, paprika extract, salt","celery,sulphites"
"dextrose, hydrolyzed soy protein, tamari, tapioca starch, preserved with sulfites, sodium metabisulfite, crawfish, preservatives, potato starch, lobster, natural colors, shellfish extract, soya","shellfish,soy,sulphites"
"INGREDIENTS: shrimp paste, pasteurized egg, niacin (as stabilizer), celery leaves, egg yolk, natural flavors, wine preservative (sulfites), corn starch, celery stalk, seafood, sodium metabisulfite, langoustine, citric acid, artificial flavors. CONTAINS sulphites, shellfish. MAY CONTAIN wheat, celery DUE TO SHARED EQUIPMENT","celery,egg,shellfish,sulphites,wheat"
"mustard extract, palm oil, baking powder, sodium bicarbonate, mustard seed, (may be present: soy, sesame), fish extract, natural flavors, salmon, yeast, mono and diglycerides, mustard oil, citric acid","fish,mustard,sesame,soy"
"INGREDIENTS: vegetable oil, sugar, oyster sauce, corn starch, scallop, artificial flavors, milk, fructose, beta carotene, celery seasoning, lactose, celery leaves, baking powder","celery,dairy,molluscs"
"potassium bisulfite, salt, soy lecithin, tofu, citric acid, fructose, treated with sulfites, potato starch, vitamin D, xanthan gum (for color), artificial flavors, natural flavors, potassium metabisulfite, miso","soy,sulphites"
"potato starch, folate, seitan, artificial flavors, durum wheat, turmeric, glucose, bread crumbs, baking powder, (produced in a facility that handles peanut), mono and diglycerides","peanut,wheat"
"riboflavin, fish oil, soya, fructose, almond paste, natural colors, maltodextrin, squid, guar gum, almond flour, natural flavors (for texture), pecan, couscous, water","fish,molluscs,soy,tree_nuts,wheat"
"INGREDIENTS: modified starch, mustard, vitamin D, peanut sauce, mono and diglycerides, citric acid, artificial flavors. CONTAINS mustard, peanut","mustard,peanut"
"vegetable oil, carrageenan, dried fruits with sulfites, edamame, invert sugar, artificial flavors, lactic acid, soya, sodium metabisulfite, sodium bisulfite, annatto, natto","soy,sulphites"
"salt, glucose, water, modified wheat starch, vitamin A, palm oil",wheat
"paprika extract (for texture), beta carotene, carrageenan, sodium sulfite",sulphites
"INGREDIENTS: guar gum, sodium bicarbonate, water (as preservative), annatto, fructose, palm oil, folate. MAY CONTAIN sesame, lupin, shellfish DUE TO SHARED EQUIPMENT",",lupin,sesame,shellfish"
"mussel, oyster, crayfish, guar gum, periwinkle, carrageenan, potato starch, natural flavors, lactic acid","molluscs,shellfish"
"INGREDIENTS: yeast (for color), sodium bicarbonate, guar gum, rice flour (for color), fructose, carrageenan (as preservative), mono and diglycerides",none
"textured vegetable protein, thiamine, baking powder (for color), glucose, soy lecithin, sodium bicarbonate, guar gum, vegetable oil, (processed in a facility that also processes peanut), potato starch","peanut,soy"
"INGREDIENTS: lupin seeds, lupin bean powder, sunflower oil, salt, anchovy, lupin protein, (may be present: shellfish, egg), preserved with sulfites, sodium sulfite, thiamine, dried fruits with sulfites","egg,fish,lupin,shellfish,sulphites"
"shellfish extract, natural colors, fructose, salt, mono and diglycerides, crayfish, sodium bicarbonate, thiamine, folate, shrimp paste",shellfish
"INGREDIENTS: celery leaves, sodium metabisulfite, lecithin (as stabilizer), sodium bicarbonate (for texture), sulfur dioxide, celery powder, celery seasoning, (may contain traces of wheat, sulphites), glucose (for color), vitamin A. CONTAINS wheat, sulphites, sulphites","celery,sulphites,sulphites,wheat"
"INGREDIENTS: celery powder, sugar, modified starch, celeriac, salt, lactic acid, natural colors, beta carotene. CONTAINS celery",celery
"paprika extract, yeast, annatto, turmeric",none
"INGREDIENTS: turmeric, sodium sulfite, citric acid, canola oil, contains sulfites, dried fruits with sulfites, riboflavin, mono and diglycerides, potassium chloride, (processed in a facility that also processes molluscs, lupin, mustard)","lupin,molluscs,mustard,sulphites"
"INGREDIENTS: soya, vitamin E, soybean, calcium carbonate, lupin concentrate, beta carotene, vitamin A, yeast, walnut oil, lupin flour, vegetable oil, miso, lupin. CONTAINS soy","lupin,soy,tree_nuts"
"INGREDIENTS: sulfites, contains sulfites, citric acid, vitamin D (as preservative), annatto, sodium bisulfite, thiamine. CONTAINS sulphites",sulphites
"INGREDIENTS: almond paste, annatto, rice flour, yeast (for color), citric acid, shrimp paste, carrageenan, sodium bicarbonate, vitamin A, mustard extract, shrimp, mustard, cashew butter, magnesium carbonate, cashew","mustard,shellfish,tree_nuts"
"abalone, water, sugar, oyster sauce, citric acid, vitamin E, xanthan gum (for texture), vitamin D, vegetable oil, niacin, mollusc extract",molluscs
"INGREDIENTS: guar gum (as preservative), rice flour, vegetable oil, niacin, almond flour. CONTAINS tree_nuts",tree_nuts
"sugar, glucose, fructose, sunflower oil, potato starch (for texture), vitamin E, turmeric, vegetable oil",none
"INGREDIENTS: vitamin E (for texture), vitamin D, potassium chloride. MAY CONTAIN celery, dairy, wheat DUE TO SHARED EQUIPMENT",",celery,dairy,wheat"
"thiamine, maltodextrin, beta carotene, edamame, xanthan gum, salt, turmeric, folate (as stabilizer), soy protein, carrageenan, soybean",soy
"folate, paprika extract, salt, invert sugar, water, (may be present: peanut, celery), potassium chloride, corn starch, citric acid","celery,peanut"
"INGREDIENTS: artificial flavors, sunflower oil, mono and diglycerides, natural flavors, preservatives, magnesium carbonate, dextrose (for texture)",none
"INGREDIENTS: natural flavors, folate, turmeric, egg wash, baking powder, dextrose, magnesium carbonate, peanut butter, shrimp paste, sunflower oil, arachis oil, crab. MAY CONTAIN peanut, mustard DUE TO SHARED EQUIPMENT","egg,mustard,peanut,shellfish"
"corn starch, carrageenan, preservatives, water, invert sugar (for color), vitamin D, niacin",none
"egg wash, corn syrup, folate, gingelly oil, canola oil, mono and diglycerides, guar gum, black sesame, albumin","egg,sesame"
"fish extract, baking powder, fish powder, surimi, glucose, citric acid",fish
"corn syrup, calcium carbonate, niacin, preservatives",none
"preservatives, magnesium carbonate, maltodextrin, water (as stabilizer), sunflower oil, sodium caseinate, vitamin A, casein",dairy
"edamame, preservatives (as stabilizer), squid, water, calamari, soy lecithin, mono and diglycerides, dried fruits with sulfites, beta carotene, paprika extract, abalone","molluscs,soy,sulphites"
"sodium bicarbonate, thiamine, fructose, sodium metabisulfite, dextrose",sulphites
"beta carotene, fructose, vegetable oil (as preservative), maltodextrin, baking powder, canola oil",none
"potato starch, invert sugar, yellow mustard, rice flour (for color), preservatives, lactic acid, modified starch (for color), soy lecithin","mustard,soy"
"peanut butter, turmeric, mustard flour, mustard seed, baking powder, shellfish extract, lobster, ground peanuts, crawfish, natural colors","mustard,peanut,shellfish"
"INGREDIENTS: edamame, carrageenan (for texture), lupin seeds, riboflavin, maltodextrin, sweet lupin, calcium carbonate, preservatives, annatto. CONTAINS soy, lupin. MAY CONTAIN wheat DUE TO SHARED EQUIPMENT","lupin,soy,wheat"
"riboflavin, (may be present: sesame, shellfish, dairy), natural flavors, sodium caseinate, xanthan gum","dairy,dairy,sesame,shellfish"
"INGREDIENTS: sunflower oil (as stabilizer), yeast, xanthan gum, crawfish, calcium carbonate, (produced in a facility that handles fish, soy, tree_nuts). CONTAINS tree_nuts, fish, shellfish","fish,shellfish,soy,tree_nuts"
"INGREDIENTS: paprika extract, citric acid, niacin, magnesium carbonate, baking powder, modified starch, potato starch",none
"INGREDIENTS: xanthan gum, sodium bicarbonate, turmeric, lupin bean powder, niacin, paprika extract, potassium chloride. CONTAINS lupin. MAY CONTAIN soy, sesame, shellfish DUE TO SHARED EQUIPMENT","lupin,sesame,shellfish,soy"
"corn starch, citric acid, calcium carbonate, riboflavin (as stabilizer), hazelnut, paprika extract, invert sugar, pistachio, carrageenan, modified starch, goober peas","peanut,tree_nuts"
"INGREDIENTS: arachis oil, invert sugar, albumin, lactic acid, vitamin E, dijon mustard, pasteurized egg, beer nuts, peanut butter, baking powder. CONTAINS peanut, egg","egg,mustard,peanut"
"annatto, dijon mustard, mustard powder, textured vegetable protein, natural colors, magnesium carbonate, lobster, soy sauce, crawfish, beta carotene, mustard extract, prawn","mustard,shellfish,soy"
"sugar, yeast, butter, curd, til, soy flour, gingelly oil, maltodextrin, skimmed milk powder, folate, thiamine","dairy,sesame,soy"
"seitan, vitamin E, wheat gluten, mono and diglycerides, water, mustard oil, mustard seed, mustard powder","mustard,wheat"
"crab, peanut butter, corn syrup, lobster, fish paste, shellfish, peanut paste, monkey nuts, maltodextrin, fish sauce, sodium bicarbonate","fish,peanut,shellfish"
"buttermilk, preservatives, whey, tapioca starch, magnesium carbonate",dairy
"mono and diglycerides, glucose, palm oil, natural flavors, vitamin A, lecithin, artificial flavors, niacin",none
"INGREDIENTS: lecithin, lactic acid, preservatives (for color), artificial flavors, milk protein, xanthan gum, (may be present: dairy, fish), dried egg, albumin, fructose. CONTAINS egg, dairy, dairy","dairy,dairy,egg,fish"
"INGREDIENTS: artificial flavors, preservatives, celery stalk, magnesium carbonate, modified starch. CONTAINS celery. MAY CONTAIN mustard DUE TO SHARED EQUIPMENT","celery,mustard"
"INGREDIENTS: citric acid, mono and diglycerides, preserved with sulfites, tapioca starch, corn syrup, natural colors, sulfites, (produced in a facility that handles celery), turmeric. MAY CONTAIN peanut, sulphites DUE TO SHARED EQUIPMENT","celery,peanut,sulphites"
"niacin, mustard powder, riboflavin (as stabilizer), corn syrup, mustard extract, buttermilk, paneer, sodium bicarbonate","dairy,mustard"
"pistachio, lactic acid, niacin, artificial flavors, vitamin A",tree_nuts
"corn starch, maltodextrin (as stabilizer), baking powder, peanut oil, (manufactured on equipment that also processes lupin, sulphites, dairy)","dairy,lupin,peanut,sulphites"
"INGREDIENTS: miso, folate, natto, hydrolyzed soy protein, white sesame, magnesium carbonate, guar gum, (processed in a facility that also processes sesame, dairy), xanthan gum (for color), natural colors","dairy,sesame,sesame,soy"
"salt, tempeh, tapioca starch, soybean, niacin, hydrolyzed soy protein",soy
"water, magnesium carbonate, niacin, invert sugar, carrageenan, preservatives, dextrose, annatto",none
"riboflavin, preservatives, soybean, natural flavors, corn syrup, turmeric, beta carotene, soy flour",soy
"fish extract, yeast, niacin, snail, krill, egg, lactic acid, mono and diglycerides, carrageenan, citric acid (for texture)","egg,fish,molluscs,shellfish"
